,Airline,Destination,Total_Stops,Price,journey_day,journey_month,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,Duration_hours,Duration_mins,,Airline
6404,3,1,0,2754,24,6,12,0,13,30,1,30,,IndiGo
6405,3,4,2,6494,21,3,7,35,21,20,13,45,,IndiGo
6406,3,2,1,5607,15,3,16,15,20,35,4,20,,IndiGo
6407,10,2,1,25735,3,1,22,50,21,20,22,30,,Jet Airways
6408,3,2,0,4823,5,3,7,10,10,5,2,55,,IndiGo
6409,7,1,0,2050,21,3,21,5,22,25,1,20,,Air India
6410,7,2,1,12127,3,12,8,50,23,15,14,25,,Air India
6411,8,4,1,13377,6,12,18,15,1,30,7,15,,Multiple carriers
6412,10,2,0,7229,5,6,19,50,22,50,3,0,,Jet Airways
6413,5,4,0,6216,24,4,6,0,9,10,3,10,,Vistara
6414,7,4,0,8456,6,9,18,5,21,10,3,5,,Air India
6415,10,4,2,15129,18,5,19,10,12,35,17,25,,Jet Airways
6416,10,2,1,13817,3,12,16,55,7,40,14,45,,Jet Airways
6417,4,4,1,6296,5,6,7,25,13,35,6,10,,GoAir
6418,7,3,0,5170,21,3,14,15,16,45,2,30,,Air India
6419,1,2,0,3919,24,5,21,10,0,5,2,55,,SpiceJet
6420,3,2,0,4823,4,3,7,10,10,5,2,55,,IndiGo
6421,10,4,1,10262,24,6,10,0,4,25,18,25,,Jet Airways
6422,10,4,2,13882,6,9,14,5,12,35,22,30,,Jet Airways
6423,8,4,1,13587,6,6,13,0,21,0,8,0,,Multiple carriers
6424,10,4,1,11848,3,9,0,20,4,25,28,5,,Jet Airways
6425,7,1,1,11678,3,6,10,0,23,45,13,45,,Air India
6426,3,2,0,4823,18,5,18,25,21,20,2,55,,IndiGo
6427,1,2,0,3919,15,4,21,10,0,5,2,55,,SpiceJet
6428,5,0,0,11982,6,12,17,45,20,5,2,20,,Vistara
6429,10,3,1,10703,5,1,9,35,18,0,8,25,,Jet Airways
6430,10,3,1,10844,18,5,18,55,23,35,28,40,,Jet Airways
6431,10,3,1,10844,15,5,18,55,19,50,24,55,,Jet Airways
6432,3,1,0,3175,27,6,16,55,18,25,1,30,,IndiGo
6433,7,4,1,9929,6,1,8,0,19,15,11,15,,Air India
6434,10,2,1,19225,3,6,14,5,19,10,5,5,,Jet Airways
6435,1,1,0,2017,24,5,5,45,7,15,1,30,,SpiceJet
6436,10,2,1,7832,21,3,11,40,12,15,24,35,,Jet Airways
6437,10,3,1,9663,5,1,6,30,9,20,26,50,,Jet Airways
6438,8,4,1,7005,6,9,11,40,21,0,9,20,,Multiple carriers
6439,3,1,0,3175,5,12,2,35,4,5,1,30,,IndiGo
6440,7,3,1,5006,4,1,14,35,15,20,24,45,,Air India
6441,8,4,1,9526,15,6,8,45,19,15,10,30,,Multiple carriers
6442,10,4,2,13292,6,6,5,30,19,0,13,30,,Jet Airways
6443,3,4,1,6058,5,9,21,50,3,35,5,45,,IndiGo
6444,7,4,3,10493,24,6,5,15,7,40,26,25,,Air India
6445,10,3,1,10844,6,9,16,30,22,35,6,5,,Jet Airways
6446,10,3,1,10953,4,1,9,35,21,5,11,30,,Jet Airways
6447,10,3,1,10844,21,5,20,0,12,0,16,0,,Jet Airways
6448,10,3,1,10539,6,6,20,25,9,45,13,20,,Jet Airways
6449,10,4,2,13292,15,6,5,30,4,25,22,55,,Jet Airways
6450,5,4,0,6741,18,5,6,0,9,10,3,10,,Vistara
6451,10,3,1,14571,6,6,20,0,9,20,13,20,,Jet Airways
6452,10,3,1,14781,5,9,8,25,18,15,9,50,,Jet Airways
6453,3,1,0,3838,18,5,16,55,18,25,1,30,,IndiGo
6454,7,4,0,5201,18,6,14,5,17,55,3,50,,Air India
6455,2,4,1,8759,6,9,7,55,15,45,7,50,,Air Asia
6456,4,4,1,6195,24,4,7,0,12,55,5,55,,GoAir
6457,7,1,0,3100,15,3,19,30,20,45,1,15,,Air India
6458,1,4,1,5975,18,5,17,55,22,50,4,55,,SpiceJet
6459,10,3,1,10844,6,9,14,5,23,35,9,30,,Jet Airways
6460,10,4,1,16079,27,5,20,55,4,25,7,30,,Jet Airways
6461,1,0,0,3543,27,5,8,20,10,35,2,15,,SpiceJet
6462,1,3,0,3841,5,3,17,10,19,40,2,30,,SpiceJet
6463,10,4,1,10262,15,6,19,15,12,35,17,20,,Jet Airways
6464,10,3,1,12692,6,12,9,35,23,35,14,0,,Jet Airways
6465,3,0,0,3850,6,1,7,55,10,15,2,20,,IndiGo
6466,10,4,1,12373,18,5,8,0,4,25,20,25,,Jet Airways
6467,7,1,0,3100,21,3,13,55,15,25,1,30,,Air India
6468,5,2,0,4878,18,5,19,30,22,15,2,45,,Vistara
6469,10,4,2,15129,5,9,19,10,19,0,23,50,,Jet Airways
6470,9,4,1,9845,21,3,8,55,21,0,12,5,,Multiple carriers Premium economy
6471,3,2,0,4077,5,1,1,30,4,15,2,45,,IndiGo
6472,8,4,1,9315,21,5,7,30,19,0,11,30,,Multiple carriers
6473,10,3,1,14781,5,9,14,5,23,35,9,30,,Jet Airways
6474,7,1,2,17327,3,6,16,50,16,55,0,5,,Air India
6475,7,2,0,9481,3,9,17,0,19,50,2,50,,Air India
6476,10,4,2,8938,27,3,5,10,19,45,38,35,,Jet Airways
6477,10,3,1,14388,5,9,6,30,12,0,5,30,,Jet Airways
6478,7,4,1,5704,21,3,20,30,23,0,26,30,,Air India
6479,4,2,0,3898,6,9,7,45,10,40,2,55,,GoAir
6480,10,1,0,5678,27,3,2,55,4,25,1,30,,Jet Airways
6481,3,4,1,6937,3,9,7,35,12,0,4,25,,IndiGo
6482,3,1,0,2754,21,3,19,5,20,30,1,25,,IndiGo
6483,1,1,0,2647,15,3,22,45,0,10,1,25,,SpiceJet
6484,3,3,1,4226,21,5,6,20,10,20,4,0,,IndiGo
6485,4,2,0,4239,18,5,7,45,10,40,2,55,,GoAir
6486,3,4,1,9165,27,6,23,30,4,35,5,5,,IndiGo
6487,10,2,0,18308,3,1,19,55,22,35,2,40,,Jet Airways
6488,8,4,1,14486,21,3,7,5,15,30,8,25,,Multiple carriers
6489,2,2,0,4282,4,9,4,55,7,45,2,50,,Air Asia
6490,8,4,1,13587,27,6,8,0,21,0,13,0,,Multiple carriers
6491,8,4,1,13587,6,3,11,30,21,0,9,30,,Multiple carriers
6492,10,4,1,6645,27,3,8,0,4,25,20,25,,Jet Airways
6493,1,2,0,4423,15,4,5,55,8,35,2,40,,SpiceJet
6494,7,2,2,11518,18,3,17,25,23,25,30,0,,Air India
6495,10,3,1,13759,24,3,13,55,4,45,14,50,,Jet Airways
6496,1,2,0,3625,18,6,5,55,8,35,2,40,,SpiceJet
6497,3,3,0,4148,15,3,5,30,8,20,2,50,,IndiGo
6498,5,2,0,5613,24,4,17,0,19,35,2,35,,Vistara
6499,7,3,2,14298,5,6,10,0,10,0,24,0,,Air India
6500,10,2,1,7832,21,3,8,0,21,20,13,20,,Jet Airways
6501,3,4,1,6442,21,5,8,35,18,10,9,35,,IndiGo
6502,10,1,0,5678,4,1,2,55,4,20,1,25,,Jet Airways
6503,10,3,1,7064,4,1,18,55,4,40,9,45,,Jet Airways
6504,10,3,1,14151,18,5,17,0,9,45,16,45,,Jet Airways
6505,4,2,0,3419,24,6,20,55,23,40,2,45,,GoAir
6506,10,4,1,15554,3,9,17,25,4,25,11,0,,Jet Airways
6507,7,2,1,13859,18,3,0,30,8,45,8,15,,Air India
6508,1,3,0,3847,15,3,22,20,0,40,2,20,,SpiceJet
6509,4,2,1,7657,3,9,15,50,20,15,4,25,,GoAir
6510,7,4,2,13547,5,9,7,5,7,40,24,35,,Air India
6511,10,2,0,7229,27,5,7,10,10,10,3,0,,Jet Airways
6512,10,4,2,13376,15,6,6,45,4,25,21,40,,Jet Airways
6513,3,1,0,2227,18,6,20,5,21,40,1,35,,IndiGo
6514,1,2,0,3971,21,6,5,55,8,35,2,40,,SpiceJet
6515,3,4,1,6628,27,6,9,15,1,30,16,15,,IndiGo
6516,10,3,1,13584,5,6,21,10,10,5,12,55,,Jet Airways
6517,1,3,0,4148,21,3,6,55,9,35,2,40,,SpiceJet
6518,10,3,1,14571,6,9,6,30,18,15,11,45,,Jet Airways
6519,1,3,0,3841,21,5,22,20,0,40,2,20,,SpiceJet
6520,10,2,0,5198,4,12,6,0,8,45,2,45,,Jet Airways
6521,2,2,0,3383,24,4,4,55,7,45,2,50,,Air Asia
6522,10,4,0,7202,6,6,11,0,14,15,3,15,,Jet Airways
6523,3,4,0,5021,4,3,21,5,0,20,3,15,,IndiGo
6524,4,2,0,4239,5,3,20,55,23,40,2,45,,GoAir
6525,10,4,2,15129,27,5,19,30,12,35,17,5,,Jet Airways
6526,5,2,0,21520,3,1,7,0,9,40,2,40,,Vistara
6527,3,4,0,7673,3,3,5,35,8,50,3,15,,IndiGo
6528,3,2,0,4823,18,6,20,0,22,50,2,50,,IndiGo
6529,10,4,1,15190,6,1,7,5,19,0,11,55,,Jet Airways
6530,10,3,1,14781,18,5,8,25,22,35,14,10,,Jet Airways
6531,3,3,0,4804,18,5,15,30,18,5,2,35,,IndiGo
6532,10,4,1,10262,6,1,13,0,12,35,23,35,,Jet Airways
6533,3,4,1,7503,15,5,9,15,21,0,11,45,,IndiGo
6534,10,2,0,8016,15,6,11,10,14,5,2,55,,Jet Airways
6535,3,1,0,4049,6,9,6,25,7,55,1,30,,IndiGo
6536,7,2,1,12389,3,3,5,50,12,55,7,5,,Air India
6537,1,0,0,3597,5,12,17,45,20,5,2,20,,SpiceJet
6538,8,4,1,13727,15,5,11,30,1,30,14,0,,Multiple carriers
6539,10,1,0,5678,5,1,2,55,4,20,1,25,,Jet Airways
6540,8,4,1,7670,5,9,10,20,21,0,10,40,,Multiple carriers
6541,10,3,1,10844,18,5,14,5,23,35,9,30,,Jet Airways
6542,10,3,1,7064,4,1,16,30,18,15,25,45,,Jet Airways
6543,8,4,1,8930,6,3,9,0,21,0,12,0,,Multiple carriers
6544,2,2,0,4282,4,1,4,55,7,45,2,50,,Air Asia
6545,3,2,0,4823,21,6,8,30,11,20,2,50,,IndiGo
6546,10,4,1,12373,5,9,7,5,4,25,21,20,,Jet Airways
6547,10,2,1,11087,3,9,7,0,20,20,13,20,,Jet Airways
6548,10,4,1,16079,6,3,21,50,4,25,6,35,,Jet Airways
6549,3,4,0,5601,6,12,5,35,8,50,3,15,,IndiGo
6550,1,1,0,2753,6,9,5,45,7,15,1,30,,SpiceJet
6551,10,4,1,12898,27,6,22,50,4,25,5,35,,Jet Airways
6552,8,4,1,15603,3,6,13,0,21,0,8,0,,Multiple carriers
6553,3,3,0,4174,4,12,9,35,12,20,2,45,,IndiGo
6554,3,2,0,6144,24,3,20,0,22,55,2,55,,IndiGo
6555,10,3,1,14781,5,6,8,25,18,15,9,50,,Jet Airways
6556,3,4,1,6195,15,6,21,50,3,35,5,45,,IndiGo
6557,10,3,1,8586,5,6,6,30,8,15,25,45,,Jet Airways
6558,3,2,0,11934,3,1,22,20,1,10,2,50,,IndiGo
6559,7,3,2,14424,15,5,7,0,5,25,22,25,,Air India
6560,10,4,1,18581,24,6,7,5,19,0,11,55,,Jet Airways
6561,10,3,1,13941,5,12,21,10,4,40,7,30,,Jet Airways
6562,10,2,0,7229,5,6,18,55,22,0,3,5,,Jet Airways
6563,1,3,0,3873,15,5,6,55,9,30,2,35,,SpiceJet
6564,10,4,1,14714,6,12,11,30,19,0,7,30,,Jet Airways
6565,2,3,2,11245,24,3,15,25,22,55,7,30,,Air Asia
6566,3,4,1,6104,27,5,11,25,1,30,14,5,,IndiGo
6567,3,4,1,7094,3,6,7,35,22,20,14,45,,IndiGo
6568,10,3,1,10031,24,3,6,30,4,45,22,15,,Jet Airways
6569,10,3,1,13941,18,5,5,45,12,0,6,15,,Jet Airways
6570,8,4,1,7198,24,6,19,0,1,30,6,30,,Multiple carriers
6571,1,2,0,3873,24,3,9,35,12,30,2,55,,SpiceJet
6572,7,3,0,5747,3,12,14,15,16,45,2,30,,Air India
6573,7,1,0,3100,15,6,19,30,20,45,1,15,,Air India
6574,7,3,1,8996,5,6,9,10,13,15,4,5,,Air India
6575,8,4,1,9103,15,5,10,35,19,0,8,25,,Multiple carriers
6576,10,2,1,31825,3,1,18,40,9,30,14,50,,Jet Airways
6577,10,3,1,14781,15,5,16,30,10,5,17,35,,Jet Airways
6578,10,2,0,7229,18,5,8,20,11,20,3,0,,Jet Airways
6579,3,2,0,10067,3,1,23,30,2,20,2,50,,IndiGo
6580,10,4,2,10909,4,9,9,40,4,25,18,45,,Jet Airways
6581,3,3,0,4804,27,4,15,30,18,5,2,35,,IndiGo
6582,10,1,0,4050,6,1,2,55,4,20,1,25,,Jet Airways
6583,10,3,1,14151,15,5,20,25,23,35,27,10,,Jet Airways
6584,1,3,0,3841,6,1,6,55,9,30,2,35,,SpiceJet
6585,10,3,1,14781,5,9,14,5,19,50,5,45,,Jet Airways
6586,5,3,1,9870,6,9,17,0,23,25,6,25,,Vistara
6587,7,4,1,8907,27,5,13,30,23,0,9,30,,Air India
6588,10,2,1,26890,3,1,22,50,7,40,8,50,,Jet Airways
6589,4,4,1,6195,15,4,7,0,12,55,5,55,,GoAir
6590,10,2,1,7832,21,3,14,5,19,10,5,5,,Jet Airways
6591,9,4,1,11269,21,3,8,55,15,30,6,35,,Multiple carriers Premium economy
6592,5,2,0,5613,24,3,16,0,18,35,2,35,,Vistara
6593,3,2,0,4284,5,1,0,30,3,25,2,55,,IndiGo
6594,5,2,0,4668,5,6,21,0,23,50,2,50,,Vistara
6595,7,4,1,15197,3,3,8,0,19,15,11,15,,Air India
6596,10,3,1,9899,6,12,8,25,16,20,7,55,,Jet Airways
6597,4,4,1,3948,27,6,10,35,19,35,9,0,,GoAir
6598,10,2,1,10405,15,3,8,55,8,15,23,20,,Jet Airways
6599,8,4,3,15419,6,9,11,35,1,30,13,55,,Multiple carriers
6600,8,4,1,15135,3,3,8,25,18,50,10,25,,Multiple carriers
6601,9,4,1,13369,21,3,6,0,12,35,6,35,,Multiple carriers Premium economy
6602,10,4,2,18804,27,6,11,40,19,0,7,20,,Jet Airways
6603,2,4,1,6751,5,9,20,45,7,10,10,25,,Air Asia
6604,7,3,1,10203,5,9,20,30,8,55,12,25,,Air India
6605,10,2,1,27992,3,1,7,0,21,20,14,20,,Jet Airways
6606,7,4,2,12488,6,12,7,10,19,15,12,5,,Air India
6607,10,2,0,5198,4,12,7,10,10,10,3,0,,Jet Airways
6608,10,2,0,7229,5,1,17,45,20,45,3,0,,Jet Airways
6609,7,3,2,12723,6,12,5,50,23,15,17,25,,Air India
6610,7,1,2,13169,3,6,6,0,9,10,27,10,,Air India
6611,7,3,2,8366,15,5,9,25,18,20,8,55,,Air India
6612,8,4,1,7670,5,9,6,0,21,0,15,0,,Multiple carriers
6613,10,2,0,7229,4,1,6,0,8,45,2,45,,Jet Airways
6614,5,2,0,4668,6,1,21,0,23,50,2,50,,Vistara
6615,2,4,1,8327,3,9,20,10,7,10,11,0,,Air Asia
6616,10,4,1,12898,21,5,20,55,12,35,15,40,,Jet Airways
6617,3,3,1,4226,5,6,6,20,10,20,4,0,,IndiGo
6618,10,4,1,10262,27,6,19,15,19,0,23,45,,Jet Airways
6619,8,4,1,10678,24,6,4,55,19,0,14,5,,Multiple carriers
6620,7,4,2,8052,21,3,17,15,7,40,14,25,,Air India
6621,4,2,0,3898,24,3,11,40,14,35,2,55,,GoAir
6622,2,3,0,3807,6,12,10,20,12,55,2,35,,Air Asia
6623,3,4,1,6838,6,3,9,15,21,0,11,45,,IndiGo
6624,10,4,2,13014,24,6,5,30,19,0,13,30,,Jet Airways
6625,3,3,0,5224,4,12,14,25,16,55,2,30,,IndiGo
6626,8,4,1,13377,6,6,13,0,1,30,12,30,,Multiple carriers
6627,4,4,1,6633,21,5,7,0,12,55,5,55,,GoAir
6628,2,3,1,5192,24,5,7,35,23,30,15,55,,Air Asia
6629,3,2,0,4591,18,4,22,10,1,0,2,50,,IndiGo
6630,7,3,0,4880,5,12,20,45,23,20,2,35,,Air India
6631,10,2,0,7229,27,4,17,45,20,45,3,0,,Jet Airways
6632,10,4,1,12373,5,9,19,45,4,25,8,40,,Jet Airways
6633,7,4,0,6094,27,4,14,10,17,10,3,0,,Air India
6634,10,4,1,10262,6,12,20,55,12,35,15,40,,Jet Airways
6635,10,4,2,15439,4,9,11,40,19,0,7,20,,Jet Airways
6636,3,2,0,4077,5,6,23,30,2,20,2,50,,IndiGo
6637,4,2,0,4632,18,5,20,55,23,40,2,45,,GoAir
6638,10,3,1,12692,6,6,9,35,18,0,8,25,,Jet Airways
6639,3,3,1,3480,24,4,19,20,23,45,4,25,,IndiGo
6640,8,4,2,19360,18,5,17,50,1,30,7,40,,Multiple carriers
6641,10,2,1,9134,15,3,11,40,8,15,20,35,,Jet Airways
6642,8,4,1,13587,24,6,14,0,21,0,7,0,,Multiple carriers
6643,10,4,1,15554,5,9,17,30,19,0,25,30,,Jet Airways
6644,10,2,0,7229,3,9,19,55,22,35,2,40,,Jet Airways
6645,3,4,1,7514,3,6,8,35,22,20,13,45,,IndiGo
6646,8,4,1,13587,6,6,8,0,21,0,13,0,,Multiple carriers
6647,10,2,0,7229,6,9,7,10,10,10,3,0,,Jet Airways
6648,10,4,1,10262,6,1,2,15,4,25,26,10,,Jet Airways
6649,3,4,1,14871,3,3,7,30,21,0,13,30,,IndiGo
6650,8,4,1,10529,27,5,8,45,19,0,10,15,,Multiple carriers
6651,3,4,1,6442,6,12,7,35,22,30,14,55,,IndiGo
6652,3,3,1,5170,21,5,15,15,20,5,4,50,,IndiGo
6653,3,4,1,6442,15,5,7,35,22,30,14,55,,IndiGo
6654,3,2,0,3419,27,5,0,30,3,25,2,55,,IndiGo
6655,10,2,1,17261,3,6,20,35,10,25,13,50,,Jet Airways
6656,1,0,0,3543,24,6,8,20,10,35,2,15,,SpiceJet
6657,2,2,0,3383,5,12,11,10,13,55,2,45,,Air Asia
6658,7,4,2,9181,24,6,22,0,19,15,21,15,,Air India
6659,10,2,1,11087,3,12,18,55,11,25,16,30,,Jet Airways
6660,10,2,0,7229,18,4,7,10,10,10,3,0,,Jet Airways
6661,8,4,1,11249,3,9,4,45,19,15,14,30,,Multiple carriers
6662,10,2,1,16736,3,6,7,0,23,0,16,0,,Jet Airways
6663,10,4,1,10262,24,6,17,30,4,25,10,55,,Jet Airways
6664,10,4,1,10262,6,1,14,0,19,0,5,0,,Jet Airways
6665,10,1,0,5678,15,5,2,55,4,20,1,25,,Jet Airways
6666,8,4,1,8307,21,3,9,0,15,30,6,30,,Multiple carriers
6667,7,4,1,7690,18,5,17,20,9,25,16,5,,Air India
6668,10,4,2,16704,18,5,13,25,12,35,23,10,,Jet Airways
6669,7,4,1,10315,3,9,4,0,7,40,27,40,,Air India
6670,10,4,2,15129,27,5,9,40,12,35,26,55,,Jet Airways
6671,7,3,1,12173,24,3,7,0,8,55,25,55,,Air India
6672,7,3,1,4227,4,3,19,0,11,5,16,5,,Air India
6673,3,2,0,3943,6,12,6,5,8,50,2,45,,IndiGo
6674,10,2,0,7229,6,1,11,10,14,5,2,55,,Jet Airways
6675,5,3,1,8610,15,5,7,10,20,20,13,10,,Vistara
6676,3,2,0,7303,3,9,7,10,10,5,2,55,,IndiGo
6677,10,2,1,10972,18,3,18,40,7,40,13,0,,Jet Airways
6678,8,4,1,7670,18,5,10,20,21,0,10,40,,Multiple carriers
6679,7,4,1,8372,15,5,10,0,19,15,9,15,,Air India
6680,3,4,1,6628,6,1,15,0,1,30,10,30,,IndiGo
6681,10,4,1,10262,6,9,13,0,12,35,23,35,,Jet Airways
6682,10,3,1,14178,24,5,16,30,9,20,16,50,,Jet Airways
6683,10,4,2,8518,27,3,5,10,18,50,13,40,,Jet Airways
6684,10,4,2,13376,24,6,14,35,12,35,22,0,,Jet Airways
6685,5,3,1,8452,6,12,17,0,10,45,17,45,,Vistara
6686,10,4,1,18371,24,6,2,15,12,35,10,20,,Jet Airways
6687,1,1,0,1965,4,3,13,15,14,45,1,30,,SpiceJet
6688,10,4,2,10368,6,1,19,30,12,35,17,5,,Jet Airways
6689,10,3,1,11467,5,6,20,25,18,0,21,35,,Jet Airways
6690,10,3,1,14781,5,9,16,30,4,40,12,10,,Jet Airways
6691,7,1,1,9535,3,6,20,15,9,15,13,0,,Air India
6692,7,1,0,2050,4,3,21,5,22,25,1,20,,Air India
6693,10,4,2,10368,6,12,19,30,4,25,8,55,,Jet Airways
6694,10,3,1,10031,24,3,8,25,22,35,14,10,,Jet Airways
6695,1,3,0,4491,21,4,9,0,11,25,2,25,,SpiceJet
6696,10,2,0,7229,15,5,17,45,20,45,3,0,,Jet Airways
6697,1,2,1,11401,3,3,10,20,18,15,7,55,,SpiceJet
6698,3,0,0,3597,27,6,14,45,17,5,2,20,,IndiGo
6699,5,3,1,7927,6,12,17,0,9,5,16,5,,Vistara
6700,1,3,0,4174,5,1,9,0,11,25,2,25,,SpiceJet
6701,7,3,1,10203,5,1,7,0,16,15,9,15,,Air India
6702,5,3,1,8610,5,9,7,10,20,20,13,10,,Vistara
6703,10,2,0,5769,6,12,15,15,18,10,2,55,,Jet Airways
6704,3,3,0,5644,5,1,11,30,14,5,2,35,,IndiGo
6705,10,2,0,5769,6,3,7,10,10,10,3,0,,Jet Airways
6706,10,2,0,7229,15,5,6,0,8,45,2,45,,Jet Airways
6707,3,3,1,4226,6,9,6,20,10,20,4,0,,IndiGo
6708,3,2,1,4588,3,9,12,5,17,5,5,0,,IndiGo
6709,10,1,0,4995,21,5,10,20,11,50,1,30,,Jet Airways
6710,10,4,1,5406,4,1,17,30,12,35,19,5,,Jet Airways
6711,1,3,0,3873,24,6,17,10,19,40,2,30,,SpiceJet
6712,10,4,1,17024,3,6,11,30,18,50,7,20,,Jet Airways
6713,1,4,1,5158,6,9,8,45,13,15,4,30,,SpiceJet
6714,10,1,0,8040,5,1,10,20,11,50,1,30,,Jet Airways
6715,10,3,1,10844,18,5,5,45,16,20,10,35,,Jet Airways
6716,7,0,0,4667,5,12,11,40,13,55,2,15,,Air India
6717,10,1,0,5678,4,3,19,35,21,5,1,30,,Jet Airways
6718,7,3,2,12513,5,12,5,50,20,25,14,35,,Air India
6719,10,2,0,8016,27,6,7,10,10,10,3,0,,Jet Airways
6720,1,0,0,3543,6,1,17,45,20,5,2,20,,SpiceJet
6721,10,4,1,5963,21,3,17,30,4,25,10,55,,Jet Airways
6722,10,3,1,14781,18,5,8,25,16,20,7,55,,Jet Airways
6723,10,4,1,12373,18,5,9,0,12,35,27,35,,Jet Airways
6724,10,1,0,3210,6,1,19,35,21,5,1,30,,Jet Airways
6725,10,2,1,9134,15,3,5,45,18,25,12,40,,Jet Airways
6726,10,4,2,10919,6,6,14,35,4,25,13,50,,Jet Airways
6727,3,1,0,4575,5,1,9,10,10,40,1,30,,IndiGo
6728,3,4,0,5601,15,6,5,35,8,50,3,15,,IndiGo
6729,10,3,1,14151,18,5,17,0,23,35,6,35,,Jet Airways
6730,7,3,2,10151,5,6,12,0,7,55,19,55,,Air India
6731,5,2,0,5403,18,4,9,45,12,35,2,50,,Vistara
6732,3,4,1,6147,27,5,2,0,7,45,5,45,,IndiGo
6733,3,3,0,4804,27,6,14,25,16,55,2,30,,IndiGo
6734,8,4,1,8371,27,3,8,55,19,15,10,20,,Multiple carriers
6735,10,4,2,13014,6,9,19,30,4,25,8,55,,Jet Airways
6736,2,2,0,3383,24,5,4,55,7,45,2,50,,Air Asia
6737,1,0,0,7298,3,6,17,45,20,5,2,20,,SpiceJet
6738,10,2,0,4544,4,3,7,10,10,10,3,0,,Jet Airways
6739,8,4,1,15147,3,6,8,55,15,30,6,35,,Multiple carriers
6740,8,4,1,10782,3,9,4,45,19,45,15,0,,Multiple carriers
6741,3,4,1,6027,15,5,15,10,20,0,4,50,,IndiGo
6742,10,4,2,10919,6,6,14,35,4,25,13,50,,Jet Airways
6743,7,4,1,6681,27,3,6,10,8,15,26,5,,Air India
6744,3,2,0,3943,24,6,23,30,2,20,2,50,,IndiGo
6745,10,4,1,12898,27,5,21,50,12,35,14,45,,Jet Airways
6746,3,4,1,6628,6,6,18,35,1,30,6,55,,IndiGo
6747,7,4,1,5022,4,3,20,30,23,0,26,30,,Air India
6748,7,4,2,12698,6,3,7,10,7,40,24,30,,Air India
6749,2,4,1,10794,6,9,20,45,7,10,10,25,,Air Asia
6750,3,4,1,6416,6,9,11,25,21,0,9,35,,IndiGo
6751,1,3,0,4622,3,9,22,20,0,40,2,20,,SpiceJet
6752,3,2,0,3943,27,5,13,0,15,50,2,50,,IndiGo
6753,2,3,0,4508,6,6,19,55,22,25,2,30,,Air Asia
6754,5,3,1,8452,6,12,7,10,22,40,15,30,,Vistara
6755,7,3,2,13437,5,12,16,45,8,55,16,10,,Air India
6756,5,0,0,11982,18,5,17,45,20,5,2,20,,Vistara
6757,10,3,1,10844,24,5,18,55,12,0,17,5,,Jet Airways
6758,10,4,2,15129,5,9,9,40,4,25,18,45,,Jet Airways
6759,10,4,1,14714,27,6,14,0,19,0,5,0,,Jet Airways
6760,3,4,1,6093,27,6,6,40,21,0,14,20,,IndiGo
6761,3,4,1,5307,4,6,4,55,13,20,8,25,,IndiGo
6762,4,4,1,10188,15,5,14,25,19,35,5,10,,GoAir
6763,10,3,1,14571,6,6,20,0,8,15,12,15,,Jet Airways
6764,10,4,2,10976,27,3,19,10,4,25,9,15,,Jet Airways
6765,10,3,1,10844,24,5,6,30,16,20,9,50,,Jet Airways
6766,3,3,0,4488,4,9,20,20,22,55,2,35,,IndiGo
6767,7,4,1,8582,24,5,23,0,19,15,20,15,,Air India
6768,10,4,1,10262,24,6,19,45,12,35,16,50,,Jet Airways
6769,5,3,1,8662,5,6,17,0,10,45,17,45,,Vistara
6770,3,2,0,4777,24,3,6,0,8,45,2,45,,IndiGo
6771,10,1,0,2071,27,3,15,50,17,20,1,30,,Jet Airways
6772,10,2,1,11087,3,12,22,55,15,15,16,20,,Jet Airways
6773,7,2,0,5228,18,4,21,5,23,55,2,50,,Air India
6774,10,3,1,12996,4,1,6,30,16,20,9,50,,Jet Airways
6775,10,2,1,16736,3,6,8,0,23,0,15,0,,Jet Airways
6776,10,3,1,13941,5,1,18,55,10,5,15,10,,Jet Airways
6777,7,2,1,9166,15,3,13,50,22,10,8,20,,Air India
6778,7,4,1,12677,3,3,5,15,6,50,25,35,,Air India
6779,7,0,0,4405,24,3,11,40,13,55,2,15,,Air India
6780,10,3,1,12121,5,6,9,35,23,35,14,0,,Jet Airways
6781,7,2,0,6121,6,6,21,5,23,55,2,50,,Air India
6782,10,3,1,14388,18,5,8,25,9,20,24,55,,Jet Airways
6783,10,3,1,11467,4,1,20,25,10,55,14,30,,Jet Airways
6784,10,2,1,13817,3,12,21,25,10,25,13,0,,Jet Airways
6785,7,1,0,3100,5,6,19,30,20,45,1,15,,Air India
6786,8,4,1,8266,21,5,11,40,19,15,7,35,,Multiple carriers
6787,10,3,1,13759,24,3,19,45,23,25,27,40,,Jet Airways
6788,3,2,0,3943,6,9,0,25,3,15,2,50,,IndiGo
6789,8,4,1,12327,27,3,18,15,1,35,7,20,,Multiple carriers
6790,3,1,0,4049,6,12,6,25,7,55,1,30,,IndiGo
6791,1,2,0,3573,6,1,21,10,0,5,2,55,,SpiceJet
6792,2,3,0,4409,15,5,19,55,22,25,2,30,,Air Asia
6793,7,4,2,6565,27,3,7,5,9,25,26,20,,Air India
6794,3,3,0,4174,15,4,21,25,0,5,2,40,,IndiGo
6795,10,2,0,4030,24,5,7,10,10,10,3,0,,Jet Airways
6796,2,3,0,4082,21,3,10,20,12,55,2,35,,Air Asia
6797,7,3,2,6117,24,5,9,10,11,5,25,55,,Air India
